$0, $SU
50, 15.6035
100, 15.6101
200, 15.6237
500, 15.67
800, 15.7265
1000, 15.7766
1500, 15.9889
2000, 16.6115
2500, 21.1148
3000, 197.086
5000, 995.084
7000, 1793.11
10000, 2990.15
