$0 , $SU
50,15.6038
100,15.6105
200,15.6242
500,15.6712
800,15.7305
1000,15.7788
1500,15.9552
2000,16.2919
2500,17.4236
3000,76.4335
5000,789.12
7000,1504.69
10000,2578.17
