$0, $thruProtocol, $thruWebServer, $thruWDisk, $thruCGIAPP, $thruWebReply, $thruGetObjects, $thruProtReply, $thruDBProcess, $thruDBOpt, $N, $uProtocol, $uWebServer, $uWDisk, $uCGIAPP, $uWebReply, $uGetObjects, $uProtReplly, $uDBProcess, $uDBOpt, $N, $wUser, $wProtocol, $wSendStatic
11, 0.0391106, 0.0371435, 0.0344848, 0.00371106, 0.0396444, 0.0118287, 0.664131, 0.0102196, 0.0486871, 11, 4.99584, 0.874105, 0.00344848, 0.374094, 0.501621, 0.0157072, 0.285109, 0.247285, 0.00486871, 11, 153.518, 104.09, 0.00413713
12, 0.0391183, 0.0371568, 0.0345004, 0.00371242, 0.0396625, 0.0118332, 0.664427, 0.0102235, 0.0487064, 12, 5.03482, 0.874525, 0.00345004, 0.374248, 0.501944, 0.0157149, 0.285266, 0.24738, 0.00487064, 12, 178.054, 105.056, 0.00414925
13, 0.0391239, 0.0371667, 0.0345121, 0.00371344, 0.0396761, 0.0118365, 0.664649, 0.0102265, 0.0487209, 13, 5.06522, 0.874841, 0.00345121, 0.374364, 0.502186, 0.0157207, 0.285385, 0.247451, 0.00487209, 13, 202.811, 105.811, 0.00415828
14, 0.0391281, 0.0371744, 0.0345211, 0.00371423, 0.0396865, 0.0118391, 0.66482, 0.0102287, 0.048732, 14, 5.08931, 0.875083, 0.00345211, 0.374453, 0.502372, 0.0157252, 0.285476, 0.247506, 0.0048732, 14, 227.731, 106.41, 0.0041652
15, 0.0391314, 0.0371804, 0.0345281, 0.00371485, 0.0396947, 0.0118411, 0.664954, 0.0102305, 0.0487408, 15, 5.1087, 0.875274, 0.00345281, 0.374524, 0.502519, 0.0157287, 0.285548, 0.247549, 0.00487408, 15, 252.772, 106.892, 0.00417062
16, 0.0391339, 0.0371852, 0.0345338, 0.00371534, 0.0397013, 0.0118427, 0.665062, 0.0102319, 0.0487478, 16, 5.12449, 0.875426, 0.00345338, 0.37458, 0.502636, 0.0157316, 0.285605, 0.247583, 0.00487478, 16, 277.905, 107.285, 0.00417495
17, 0.0391359, 0.0371891, 0.0345384, 0.00371574, 0.0397066, 0.011844, 0.665149, 0.0102331, 0.0487535, 17, 5.13752, 0.87555, 0.00345384, 0.374625, 0.502731, 0.0157338, 0.285652, 0.247611, 0.00487535, 17, 303.11, 107.61, 0.00417845
18, 0.0391376, 0.0371923, 0.0345421, 0.00371607, 0.039711, 0.0118451, 0.66522, 0.010234, 0.0487582, 18, 5.14837, 0.875651, 0.00345421, 0.374662, 0.502809, 0.0157357, 0.28569, 0.247634, 0.00487582, 18, 328.371, 107.88, 0.00418134
19, 0.0391389, 0.0371949, 0.0345453, 0.00371634, 0.0397147, 0.011846, 0.66528, 0.0102348, 0.048762, 19, 5.15751, 0.875736, 0.00345453, 0.374693, 0.502874, 0.0157373, 0.285722, 0.247653, 0.0048762, 19, 353.676, 108.108, 0.00418374
20, 0.03914, 0.0371972, 0.0345479, 0.00371657, 0.0397177, 0.0118467, 0.66533, 0.0102355, 0.0487653, 20, 5.16527, 0.875807, 0.00345479, 0.37472, 0.502929, 0.0157386, 0.285749, 0.247669, 0.00487653, 20, 379.017, 108.302, 0.00418575
21, 0.039141, 0.0371991, 0.0345502, 0.00371677, 0.0397203, 0.0118474, 0.665373, 0.010236, 0.0487681, 21, 5.17191, 0.875867, 0.00345502, 0.374742, 0.502976, 0.0157397, 0.285771, 0.247682, 0.00487681, 21, 404.387, 108.468, 0.00418746
22, 0.0391418, 0.0372007, 0.0345521, 0.00371694, 0.0397226, 0.0118479, 0.665409, 0.0102365, 0.0487705, 22, 5.17764, 0.875919, 0.00345521, 0.374761, 0.503015, 0.0157407, 0.285791, 0.247694, 0.00487705, 22, 429.78, 108.61, 0.00418893
23, 0.0391425, 0.0372021, 0.0345537, 0.00371708, 0.0397245, 0.0118484, 0.665441, 0.0102369, 0.0487725, 23, 5.18261, 0.875963, 0.00345537, 0.374777, 0.50305, 0.0157415, 0.285807, 0.247704, 0.00487725, 23, 455.193, 108.735, 0.00419019
24, 0.0391431, 0.0372033, 0.0345552, 0.00371721, 0.0397262, 0.0118488, 0.665468, 0.0102373, 0.0487743, 24, 5.18695, 0.876002, 0.00345552, 0.374791, 0.503079, 0.0157422, 0.285822, 0.247713, 0.00487743, 24, 480.623, 108.843, 0.00419129
25, 0.0391436, 0.0372044, 0.0345564, 0.00371732, 0.0397276, 0.0118492, 0.665492, 0.0102376, 0.0487759, 25, 5.19076, 0.876036, 0.00345564, 0.374804, 0.503106, 0.0157428, 0.285835, 0.247721, 0.00487759, 25, 506.066, 108.938, 0.00419225
26, 0.039144, 0.0372053, 0.0345575, 0.00371741, 0.0397289, 0.0118495, 0.665513, 0.0102379, 0.0487772, 26, 5.19412, 0.876065, 0.00345575, 0.374815, 0.503128, 0.0157434, 0.285846, 0.247727, 0.00487772, 26, 531.521, 109.022, 0.00419309
27, 0.0391444, 0.0372061, 0.0345585, 0.0037175, 0.03973, 0.0118498, 0.665531, 0.0102381, 0.0487784, 27, 5.19711, 0.876092, 0.00345585, 0.374824, 0.503149, 0.0157439, 0.285856, 0.247733, 0.00487784, 27, 556.986, 109.097, 0.00419384
28, 0.0391448, 0.0372069, 0.0345594, 0.00371758, 0.0397311, 0.01185, 0.665549, 0.0102384, 0.0487796, 28, 5.19976, 0.876116, 0.00345594, 0.374833, 0.503167, 0.0157443, 0.285865, 0.247739, 0.00487796, 28, 582.459, 109.163, 0.00419438
29, 0.0391452, 0.0372076, 0.0345602, 0.00371764, 0.039732, 0.0118502, 0.665563, 0.0102386, 0.0487805, 29, 5.20215, 0.876137, 0.00345602, 0.374841, 0.503183, 0.0157447, 0.285873, 0.247743, 0.00487805, 29, 607.938, 109.223, 0.00419517
30, 0.0391454, 0.0372081, 0.0345609, 0.0037177, 0.0397328, 0.0118504, 0.665576, 0.0102387, 0.0487814, 30, 5.20429, 0.876156, 0.00345609, 0.374848, 0.503198, 0.015745, 0.28588, 0.247748, 0.00487814, 30, 633.425, 109.276, 0.0041957
31, 0.0391457, 0.0372087, 0.0345615, 0.00371776, 0.0397335, 0.0118506, 0.665588, 0.0102389, 0.0487821, 31, 5.20622, 0.876172, 0.00345615, 0.374854, 0.503211, 0.0157453, 0.285886, 0.247751, 0.00487821, 31, 658.917, 109.324, 0.00419618
32, 0.0391459, 0.0372091, 0.0345621, 0.00371781, 0.0397342, 0.0118508, 0.665599, 0.010239, 0.0487828, 32, 5.20796, 0.876187, 0.00345621, 0.37486, 0.503222, 0.0157456, 0.285892, 0.247755, 0.00487828, 32, 684.414, 109.368, 0.00419661
33, 0.0391461, 0.0372096, 0.0345626, 0.00371785, 0.0397348, 0.0118509, 0.665609, 0.0102392, 0.0487835, 33, 5.20955, 0.876201, 0.00345626, 0.374865, 0.503233, 0.0157459, 0.285897, 0.247758, 0.00487835, 33, 709.916, 109.407, 0.004197
34, 0.0391463, 0.03721, 0.034563, 0.00371789, 0.0397353, 0.0118511, 0.665617, 0.0102393, 0.0487841, 34, 5.21099, 0.876214, 0.0034563, 0.374869, 0.503243, 0.0157461, 0.285902, 0.247761, 0.00487841, 34, 735.421, 109.443, 0.00419735
35, 0.0391465, 0.0372103, 0.0345635, 0.00371793, 0.0397358, 0.0118512, 0.665626, 0.0102394, 0.0487846, 35, 5.21232, 0.876225, 0.00345635, 0.374874, 0.503251, 0.0157463, 0.285906, 0.247763, 0.00487846, 35, 760.929, 109.477, 0.00419767
36, 0.0391466, 0.0372107, 0.0345639, 0.00371796, 0.0397362, 0.0118513, 0.665633, 0.0102395, 0.0487851, 36, 5.21353, 0.876236, 0.00345639, 0.374877, 0.50326, 0.0157465, 0.28591, 0.247766, 0.00487851, 36, 786.44, 109.507, 0.00419797
37, 0.0391468, 0.037211, 0.0345642, 0.00371799, 0.0397367, 0.0118514, 0.66564, 0.0102396, 0.0487855, 37, 5.21464, 0.876245, 0.00345642, 0.374881, 0.503267, 0.0157467, 0.285914, 0.247768, 0.00487855, 37, 811.953, 109.535, 0.00419824
38, 0.0391469, 0.0372112, 0.0345645, 0.00371802, 0.039737, 0.0118515, 0.665646, 0.0102397, 0.0487859, 38, 5.21566, 0.876254, 0.00345645, 0.374884, 0.503274, 0.0157469, 0.285917, 0.24777, 0.00487859, 38, 837.469, 109.56, 0.00419849
39, 0.039147, 0.0372115, 0.0345648, 0.00371805, 0.0397374, 0.0118516, 0.665652, 0.0102397, 0.0487863, 39, 5.2166, 0.876262, 0.00345648, 0.374887, 0.50328, 0.015747, 0.28592, 0.247772, 0.00487863, 39, 862.988, 109.584, 0.00419872
40, 0.0391471, 0.0372117, 0.0345651, 0.00371807, 0.0397377, 0.0118517, 0.665657, 0.0102398, 0.0487866, 40, 5.21747, 0.876269, 0.00345651, 0.37489, 0.503286, 0.0157471, 0.285923, 0.247773, 0.00487866, 40, 888.508, 109.606, 0.00419893
